"geneNames","logpPred","t0LUADoverLUSC","mStop","deviance","aic"
"PRKAR2B",-9.19,1.5,82,747,1160
"GRK6",-9.19,0.857,77,701,1100
"HMGB1",-9.18,0.831,75,927,1320
"BRF2",-9.18,0.675,89,964,1380
"CLPX",-9.18,0.872,81,810,1220
"CPSF4",-9.18,0.773,81,938,1340
"BHLHB9",-9.18,0.786,77,642,1050
"TRMT2A",-9.17,0.797,81,846,1250
"ZNF862",-9.17,1.28,85,762,1180
"CHD2",-9.17,1.17,78,743,1150
"GGH",-9.17,0.504,71,1700,2050
"HLA-DQA2",-9.17,1.68,63,699,1060
"EMD",-9.17,0.861,80,749,1160
"PTN",-9.16,0.341,60,1630,1960
"KIAA1530",-9.16,1.36,72,945,1330
"JMJD8",-9.15,1.17,75,702,1100
"GKN2",-9.15,3.84,65,717,1080
"EPC1",-9.15,1.15,78,751,1160
"TCEAL3",-9.14,1.23,64,727,1090
"NID1",-9.14,0.677,66,773,1140
"BCOR",-9.14,1.2,83,726,1140
"ZNF483",-9.14,1.57,82,1080,1480
"CBWD1",-9.14,0.807,82,715,1130
"ENO2",-9.13,0.699,78,774,1180
"WDYHV1",-9.13,0.782,76,907,1300
"YRDC",-9.13,0.806,83,738,1150
"CLCN4",-9.12,1.42,90,769,1200
"THUMPD2",-9.12,0.843,79,768,1180
"GPCPD1",-9.11,1.32,81,717,1130
"MRFAP1L1",-9.11,1.14,73,793,1180
"ALDOA",-9.11,0.804,67,793,1170
"PLA2G15",-9.11,1.22,69,745,1130
"GNG11",-9.11,1.88,74,954,1340
"FBXO36",-9.1,1.31,78,755,1160
"ALKBH6",-9.1,0.758,87,882,1300
"EED",-9.09,0.841,81,769,1180
"SLC29A4",-9.09,1.93,88,767,1200
"UBE2D1",-9.09,1.19,69,764,1140
"ZNF416",-9.09,0.833,81,720,1130
"IL20RA",-9.09,0.654,76,815,1210
"ZFYVE27",-9.09,1.16,76,741,1140
"PGM1",-9.08,1.25,81,814,1220
"SGMS1",-9.07,1.29,83,716,1140
"PCSK1N",-9.07,2.95,76,1430,1810
"SMARCA2",-9.07,0.751,80,606,1020
"TXNDC17",-9.06,1.37,85,754,1170
"SDHD",-9.05,0.83,81,808,1220
"ZNF92",-9.05,1.24,68,716,1090
"PM20D2",-9.05,0.785,79,735,1140
"C12orf29",-9.05,0.804,74,814,1210
"PSMB10",-9.04,1.31,77,766,1170
"CELSR3",-9.04,1.71,80,736,1150
"ZNF292",-9.04,0.83,76,726,1130
"CAMK2G",-9.04,1.18,78,762,1170
"CHAD",-9.04,4.97,85,1210,1620
"NKIRAS1",-9.04,1.18,79,782,1190
"LAMA3",-9.04,0.537,65,1030,1390
"DEDD",-9.04,0.87,72,778,1170
"NEURL1B",-9.04,1.41,82,689,1110
"RB1CC1",-9.03,0.82,84,775,1200
"PBX1",-9.03,0.715,77,746,1150
"TP53INP1",-9.03,1.33,73,849,1240
"WDR85",-9.03,0.833,84,741,1160
"PCIF1",-9.03,0.888,77,699,1110
"CASP3",-9.03,0.838,77,814,1210
"TSTD1",-9.02,1.44,82,1120,1520
"FLJ42627",-9.02,1.34,82,761,1170
"ETV1",-9.02,1.53,70,827,1210
"UNC5B",-9.02,0.742,70,747,1130
"VAV2",-9.02,1.27,81,788,1200
"DBC1",-9.02,3.5,72,673,1060
"ALDH8A1",-9.01,0.146,80,798,1210
"ZNF408",-9.01,0.85,81,770,1180
"TDRD5",-9.01,0.532,82,769,1180
"MS4A15",-9.01,3.15,79,878,1280
"GNGT2",-9,1.41,84,762,1180
"CYP27A1",-9,1.56,84,791,1210
"TMEM106B",-9,1.29,76,789,1190
"NOS3",-9,2.28,81,1120,1520
"HSPA14",-9,0.813,74,827,1220
"COPS4",-8.99,0.848,82,791,1200
"ATP6AP1L",-8.99,1.35,79,777,1180
"CUL2",-8.99,0.857,78,755,1160
"C12orf62",-8.99,1.26,77,783,1190
"TTC39B",-8.98,0.741,77,694,1100
"SLC2A11",-8.98,1.25,83,770,1190
"PREPL",-8.98,1.18,78,817,1220
"SLC35B2",-8.96,1.21,83,784,1200
"KGFLP2",-8.96,0.745,74,732,1130
"MORF4L1",-8.96,0.866,77,752,1150
"ACTR3B",-8.96,0.77,73,801,1190
"PDDC1",-8.96,1.19,79,782,1190
"CCR1",-8.96,1.46,85,805,1230
"KRT8",-8.96,1.39,78,874,1270
"SETDB2",-8.96,1.19,84,802,1220
"DCLRE1B",-8.95,0.857,81,702,1120
"SUMO2",-8.95,0.847,83,800,1220
"MLL4",-8.94,0.809,86,731,1160
"NME2P1",-8.94,1.53,71,797,1190
"KLHL32",-8.94,2.01,79,1040,1440
"ZNF253",-8.94,1.39,74,1250,1630
"DOK5",-8.94,1.98,78,791,1200
"LOC134466",-8.94,1.72,83,793,1210
"PBX3",-8.93,1.33,76,1140,1530
"NISCH",-8.93,1.21,83,835,1250
"SOX12",-8.93,0.751,75,683,1090
"LOC401093",-8.93,0.663,83,846,1260
"ARL4C",-8.93,0.755,75,853,1250
"ST6GAL2",-8.93,0.447,64,758,1130
"FAM21C",-8.93,1.15,93,827,1270
"C20orf29",-8.92,0.866,78,711,1120
"RNMT",-8.92,0.849,82,823,1240
"GATA6",-8.92,1.61,75,773,1170
"RPL32P3",-8.92,0.763,71,746,1140
"LRIG2",-8.92,0.84,73,803,1200
"MUC15",-8.91,2.05,80,989,1400
"HES1",-8.91,0.751,79,778,1190
"NCOA7",-8.91,1.47,79,871,1280
"MRPS2",-8.91,0.837,76,776,1180
"SARDH",-8.91,1.47,78,844,1250
"PCGF5",-8.91,1.22,87,793,1220
"PIAS1",-8.9,0.871,79,769,1180
"SART1",-8.9,0.857,77,723,1130
"SSH1",-8.9,0.838,78,795,1200
"ADAMTS15",-8.9,0.506,86,743,1170
"MEIS2",-8.9,0.731,78,702,1110
"SELT",-8.9,0.755,74,881,1270
"NFIB",-8.9,1.4,79,981,1380
"AQP3",-8.89,1.86,77,939,1340
"TGFB1",-8.88,0.801,74,727,1130
"FBXO41",-8.88,0.731,76,761,1160
"C20orf197",-8.88,2.89,68,926,1300
"COQ6",-8.88,1.18,71,747,1140
"DOK7",-8.87,1.71,79,829,1240
"SLC25A40",-8.87,0.819,62,709,1070
"PPP1R3G",-8.87,0.63,75,835,1230
"TRIM36",-8.87,2.03,84,990,1400
"HTR2B",-8.87,2.98,75,703,1100
"PRKAR2A",-8.86,1.22,86,752,1180
"ALPK2",-8.86,0.417,84,831,1250
"NFKBIB",-8.85,0.792,93,739,1180
"SLC16A14",-8.85,2.04,91,532,988
"?",-8.85,1.36,76,800,1210
"HERC4",-8.85,1.15,83,756,1180
"FANCM",-8.84,0.761,81,1440,1840
"ACTR2",-8.84,0.886,75,708,1110
"OGFR",-8.84,1.19,80,770,1180
"SAMD11",-8.83,1.88,84,1090,1500
"FBXO8",-8.83,1.17,73,775,1170
"PCSK5",-8.82,0.637,86,956,1380
"MUTED",-8.82,1.17,75,771,1170
"C11orf61",-8.82,1.26,74,654,1060
"BAK1",-8.82,0.794,79,740,1150
"DMXL2",-8.81,1.24,77,766,1170
"TMEM120A",-8.81,1.21,96,789,1240
"CYP4B1",-8.81,2.28,86,833,1260
"KIF21A",-8.81,0.735,80,723,1140
"ELMOD2",-8.81,1.18,88,770,1200
"CEACAM21",-8.81,1.69,77,801,1210
"TOX",-8.8,1.73,75,1200,1590
"WWC2",-8.8,1.66,67,897,1270
"GALNT5",-8.8,1.62,84,805,1230
"SLC39A8",-8.79,1.85,74,965,1350
"LOC283174",-8.79,2.15,71,870,1250
"STAU2",-8.79,1.24,82,795,1210
"THEM4",-8.78,1.24,84,745,1170
"C6orf174",-8.77,2.07,82,923,1340
"MFNG",-8.77,1.44,77,845,1250
"GLG1",-8.77,0.861,82,712,1130
"DMRTA1",-8.77,1.46,70,754,1140
"CAPN13",-8.76,2.7,74,1010,1400
"GNAL",-8.76,0.602,80,883,1290
"ARHGEF3",-8.76,1.23,71,762,1150
"PEX3",-8.76,0.829,73,782,1180
"SFXN2",-8.75,1.27,78,748,1160
"IGFBP5",-8.75,0.584,82,793,1210
"PMAIP1",-8.75,0.652,95,865,1310
"TBXA2R",-8.75,1.35,80,790,1200
"IPO9",-8.75,0.863,77,744,1150
"?",-8.75,0.39,83,724,1150
"L3MBTL2",-8.75,0.884,71,738,1130
"CALCOCO1",-8.74,1.29,80,777,1190
"FUBP3",-8.74,0.888,75,728,1130
"TRIM78P",-8.74,1.37,72,734,1130
"ZFAND2B",-8.74,1.18,82,807,1220
"NUDT16",-8.74,1.23,86,766,1200
"ZNF826",-8.73,2.03,90,943,1370
"TMEM126B",-8.73,1.27,84,875,1290
"PELO",-8.73,1.17,69,763,1150
"CLCC1",-8.73,1.13,76,736,1150
"C4orf42",-8.73,1.24,75,1250,1640
"DTNBP1",-8.72,1.16,74,834,1230
"ELN",-8.72,1.62,92,841,1280
"PARP6",-8.72,0.849,74,737,1140
"NUS1",-8.71,0.868,71,751,1140
"IKZF5",-8.71,1.18,88,878,1310
"MAPRE3",-8.71,0.783,84,753,1180
"LOC729020",-8.71,0.814,86,862,1290
"ZNF799",-8.71,1.22,82,836,1250
"EPHX4",-8.7,1.76,83,955,1370
"SEC11C",-8.7,1.93,80,1150,1550
"KIAA0146",-8.7,0.819,83,801,1230
"ERBB4",-8.69,2.06,86,804,1240
"DNTTIP2",-8.69,0.86,77,782,1190
"DONSON",-8.69,0.777,81,776,1190
"S1PR4",-8.69,1.56,79,885,1300
"MPZL3",-8.69,1.31,88,826,1260
"FBLN7",-8.69,1.58,90,826,1260
"THNSL2",-8.69,1.35,83,734,1170
"LAMA5",-8.69,0.711,67,750,1130
"PRR22",-8.69,0.675,86,704,1140
"CCL11",-8.68,0.595,82,755,1180
"SH3PXD2A",-8.68,0.797,78,773,1190
"GMEB1",-8.68,0.879,81,738,1160
"NBPF10",-8.68,1.33,78,814,1220
"TEAD3",-8.67,0.823,80,861,1270
"TUSC3",-8.67,0.684,71,830,1220
"KCTD9",-8.67,0.836,80,747,1160
"P2RY2",-8.66,0.71,83,644,1080
"RTF1",-8.66,0.892,83,751,1180
"CHST15",-8.66,1.29,85,793,1220
"PGLYRP4",-8.66,0.38,77,1070,1470
"KLC1",-8.66,0.862,75,746,1150
"ETFDH",-8.66,1.16,88,781,1210
"ASF1A",-8.65,0.801,74,800,1200
"GMIP",-8.65,1.23,72,881,1270
"S100B",-8.65,1.97,86,909,1340
"UTRN",-8.65,1.37,74,767,1170
"GAL3ST4",-8.65,0.755,80,787,1210
"AFTPH",-8.65,0.875,89,747,1190
"LUC7L",-8.65,1.26,80,740,1160
"PDCD11",-8.65,0.828,81,810,1230
"RPF1",-8.64,0.858,76,795,1200
"C8orf39",-8.64,0.745,85,708,1140
"SH3D20",-8.64,1.42,76,737,1150
"ENG",-8.63,1.47,81,839,1250
"TACC2",-8.63,1.46,82,621,1060
"GPRIN2",-8.63,1.64,81,733,1150
"CHCHD1",-8.63,1.22,78,855,1270
"C1orf31",-8.63,0.702,68,779,1160
"DNAJB4",-8.63,0.688,75,1130,1520
"GNL3L",-8.63,0.861,77,721,1130
"RTP4",-8.63,0.667,86,726,1160
"NCLN",-8.63,0.863,83,720,1150
"ZCRB1",-8.63,0.857,81,740,1160
"JTB",-8.62,1.21,77,739,1150
"WDR69",-8.62,2.74,79,924,1330
"CHMP4B",-8.62,1.15,81,770,1190
"GTF2H4",-8.62,0.855,81,760,1180
"FAM116B",-8.62,1.29,81,711,1130
"HSPE1",-8.62,0.784,85,783,1210
"PPA2",-8.62,1.2,73,809,1210
"SCD",-8.61,0.741,78,759,1170
"UBE2MP1",-8.61,0.833,88,789,1230
"DHRS13",-8.6,0.775,80,762,1180
"SDF2",-8.6,1.18,82,766,1190
"ZRSR2",-8.6,1.2,85,798,1230
"SLC25A24",-8.59,1.21,83,800,1230
"DNAJC5B",-8.59,1.58,80,705,1120
"MID1IP1",-8.58,1.29,87,772,1210
"CKS2",-8.58,0.665,77,1180,1580
"SYTL4",-8.58,1.31,79,780,1200
"GMCL1",-8.58,0.838,81,751,1170
"NUP85",-8.57,0.85,77,737,1150
"GIMAP1",-8.57,1.49,84,848,1270
"MDFI",-8.57,0.613,75,1060,1460
"MAN2B1",-8.57,1.18,83,786,1210
"BTN2A1",-8.56,1.14,78,746,1160
"LYL1",-8.56,1.45,85,1170,1580
"CDC42EP3",-8.56,1.37,80,860,1280
"ATP6V0E1",-8.55,1.2,83,774,1200
"XAB2",-8.55,0.87,88,721,1160
"LETMD1",-8.55,1.18,89,743,1190
"CD33",-8.55,1.47,80,786,1210
"C20orf134",-8.55,1.57,79,930,1340
"ETF1",-8.55,0.879,79,766,1180
"PPID",-8.55,0.863,74,738,1140
"HCST",-8.55,1.44,80,781,1200
"PDE8A",-8.54,1.18,72,749,1150
"NPC1",-8.54,0.798,80,772,1190
"RGL1",-8.54,1.38,78,1140,1550
"ZNF662",-8.54,1.46,78,728,1140
"FAM131B",-8.54,0.614,80,636,1060
"MYO7A",-8.53,1.41,83,907,1330
"CDC25C",-8.53,0.698,80,785,1200
"F5",-8.53,2.96,86,875,1310
"PLEKHH2",-8.53,1.53,70,729,1120
"DDO",-8.52,1.56,76,778,1190
"RAF1",-8.52,1.1,77,772,1180
"LOC645676",-8.52,0.772,89,838,1280
"MPL",-8.52,1.31,81,851,1270
"ARIH2",-8.52,1.1,71,691,1090
"EDEM2",-8.52,1.18,82,865,1290
"TMC6",-8.52,1.24,82,803,1230
"HCG27",-8.51,1.48,87,863,1300
"RASGRP1",-8.51,1.4,82,812,1240
"MGC21881",-8.51,0.787,79,754,1170
"PKIB",-8.51,2.26,80,1160,1570
"DGAT1",-8.51,1.27,79,794,1210
"PCLO",-8.5,0.675,85,762,1200
"RAD21",-8.5,0.833,77,835,1240
"DDX3Y",-8.5,0.593,83,754,1180
"HPCAL4",-8.5,2.59,64,744,1120
"FERMT2",-8.49,1.37,86,837,1270
"SLC25A3",-8.49,0.884,85,797,1230
"ADRA2C",-8.49,0.485,86,1010,1430
"POLR1C",-8.48,0.816,79,766,1190
"CDKN2A",-8.48,0.543,83,772,1200
"CCDC121",-8.48,1.21,78,757,1170
"KRT222",-8.48,0.68,76,920,1330
"C5orf33",-8.48,0.771,87,1060,1490
"ZCCHC24",-8.48,1.32,85,821,1250
"KIF13A",-8.47,0.821,81,707,1130
"FLJ37201",-8.47,0.703,89,761,1210
"CHPF2",-8.47,1.2,84,765,1200
"LEKR1",-8.47,0.707,76,750,1160
"NAPEPLD",-8.47,1.17,81,755,1180
"CPSF6",-8.47,0.865,68,911,1290
"LRRK2",-8.47,2,78,839,1250
"SNX18",-8.46,1.26,93,947,1400
"CSF1R",-8.46,1.38,85,782,1220
"HEY2",-8.46,0.621,82,821,1250
"MOGS",-8.46,0.854,85,782,1220
"AMICA1",-8.45,1.56,81,823,1240
"TRIM22",-8.45,1.31,85,756,1190
"ZFYVE19",-8.45,1.2,70,649,1050
"FOXO1",-8.45,0.789,92,881,1330
"FAM69A",-8.45,0.795,94,811,1270
"B4GALT2",-8.45,0.821,88,845,1290
"IL10RB",-8.44,1.17,85,718,1160
"SUGT1L1",-8.44,1.29,87,792,1230
"ALG9",-8.44,1.16,76,732,1150
"HSP90AA1",-8.44,0.833,80,772,1200
"LOC440957",-8.43,1.3,93,762,1220
"TMEM139",-8.43,1.9,74,826,1230
"RAB35",-8.43,0.899,85,815,1250
"MAML3",-8.43,1.24,88,731,1180
"UQCRH",-8.43,0.789,90,865,1310
"PIP4K2B",-8.42,1.16,86,939,1370
"PBRM1",-8.42,1.15,83,776,1210
"FARP1",-8.42,1.24,85,773,1210
"ARID1B",-8.42,0.856,78,691,1110
"KARS",-8.42,0.868,85,800,1240
"LHPP",-8.41,1.25,91,742,1200
"TMEM128",-8.41,1.2,85,783,1210
"VKORC1",-8.41,1.21,93,814,1270
"FZD10",-8.4,0.365,76,1330,1720
"ANKRD12",-8.4,1.19,84,731,1170
"SUN2",-8.4,0.817,89,1020,1460
"RAB27B",-8.39,1.59,76,797,1210
"AGPAT1",-8.39,1.14,73,732,1140
"DNMBP",-8.39,1.22,81,799,1230
"CTDSPL",-8.39,1.24,87,727,1170
"CFTR",-8.39,2.08,85,1100,1520
"DDIT3",-8.38,0.708,84,891,1320
"SCLT1",-8.38,0.843,76,784,1200
"FNTA",-8.38,0.794,84,791,1220
"ESAM",-8.38,1.61,75,920,1330
"SLC6A9",-8.37,0.776,87,765,1210
"ZNF833",-8.37,0.694,92,726,1180
"MGC23270",-8.37,1.39,83,820,1250
"NRD1",-8.37,0.875,77,951,1360
"GNB3",-8.36,0.646,85,814,1250
"PPP1R8",-8.36,0.88,70,813,1210
"KLHDC10",-8.36,1.2,92,754,1210
"TMSB10",-8.36,1.32,87,780,1220
"ZNF703",-8.36,0.429,65,2110,2450
"SPATA12",-8.35,1.44,79,837,1260
"FAM111B",-8.35,0.67,89,825,1270
"RNF215",-8.35,0.821,80,736,1160
"SYNM",-8.35,0.701,77,713,1130
"C2orf56",-8.34,0.861,79,738,1160
"GLTSCR2",-8.34,1.21,81,860,1290
"ARL8A",-8.34,1.13,88,846,1290
"ABCC4",-8.34,1.38,88,693,1140
"MRPS7",-8.33,0.826,86,750,1190
"LYZ",-8.33,1.82,87,881,1320
"TCTE3",-8.32,0.711,78,861,1280
"ATXN7L3",-8.32,0.87,85,861,1300
"NDUFS6",-8.32,0.778,89,816,1260
"TNFSF13B",-8.31,1.43,85,849,1280
"PLIN2",-8.31,1.42,81,722,1150
"SLC40A1",-8.31,1.49,81,860,1290
"ARMC3",-8.31,2.52,85,1000,1430
"ERC1",-8.31,0.83,81,817,1250
"TTYH2",-8.3,0.752,85,687,1130
"UQCRQ",-8.3,1.31,84,749,1190
"FAM91A1",-8.3,0.831,83,1080,1500
"ACP2",-8.3,1.16,94,806,1270
"MTMR9L",-8.3,1.39,87,834,1280
"KDM1B",-8.29,0.827,84,765,1200
"OGFRL1",-8.29,0.783,80,766,1190
"PLVAP",-8.29,1.31,87,782,1220
"RBP7",-8.29,0.569,89,966,1410
"FUT1",-8.28,0.767,87,759,1210
"ARRB2",-8.28,1.23,81,788,1220
"HIST1H2BC",-8.28,1.67,83,786,1220
"DCTPP1",-8.28,0.746,83,892,1320
"ZNF268",-8.27,1.18,86,721,1170
"NARS",-8.27,0.865,84,786,1230
"LOC93622",-8.27,1.24,89,754,1210
"ENTPD8",-8.27,3.9,66,1770,2120
"LOC92249",-8.26,1.21,82,824,1250
"ENOPH1",-8.26,0.858,79,728,1150
"SLC19A1",-8.26,1.24,89,779,1230
"TCTN1",-8.26,1.21,78,756,1180
"IRX2",-8.26,1.66,92,836,1290
"C14orf2",-8.25,0.794,81,737,1170
"USP43",-8.25,1.41,81,1080,1490
"SIAH1",-8.25,0.872,84,751,1190
"L2HGDH",-8.25,0.801,85,812,1250
"ZNF285",-8.25,1.49,82,752,1190
"PAIP1",-8.25,0.814,75,842,1250
"APCDD1",-8.24,0.552,79,847,1270
"ABLIM3",-8.24,1.54,97,768,1240
"GAS2L2",-8.24,2.57,89,934,1380
"DNAJB9",-8.23,1.29,85,800,1240
"STXBP4",-8.23,1.21,88,783,1230
"TRPC4AP",-8.23,1.11,82,739,1170
"RPL18A",-8.22,0.75,84,849,1280
"BEND7",-8.22,1.39,85,850,1290
"CNTD2",-8.22,2.82,83,1410,1820
"MCOLN3",-8.22,0.628,80,788,1220
"FOXN2",-8.21,0.824,80,714,1140
"AIF1",-8.21,1.38,94,790,1260
"GPX4",-8.21,1.2,77,703,1130
"ATG4C",-8.21,1.16,83,812,1240
"TWF1",-8.21,0.814,73,831,1240
"FAM114A1",-8.21,1.23,81,717,1150
"DGCR5",-8.2,1.71,86,795,1240
"LST1",-8.2,1.57,88,809,1260
"DHRS4",-8.2,0.826,88,757,1210
"TSKU",-8.2,0.623,75,1530,1920
"DCAF6",-8.2,0.863,83,706,1150
"TRIP6",-8.19,0.792,87,787,1230
"PDCL3",-8.19,0.856,79,811,1240
"LSM1",-8.19,0.675,76,1050,1470
"NFATC1",-8.19,0.755,88,805,1260
"HCFC1",-8.19,0.868,93,709,1170
"PMS2L1",-8.18,0.77,82,1120,1540
"SNX15",-8.18,1.15,78,794,1220
"OPA3",-8.18,0.851,76,854,1270
"SSBP1",-8.17,0.838,86,792,1240
"SPOPL",-8.17,1.14,84,806,1240
"MRPL34",-8.17,0.798,82,788,1220
"SUB1",-8.16,0.798,84,792,1230
"LOC728819",-8.16,0.605,77,717,1140
"PBX2",-8.16,1.17,89,714,1170
"MAP3K10",-8.16,0.743,87,705,1160
"C6orf72",-8.16,0.862,96,712,1190
"VEZF1",-8.16,1.14,84,782,1220
"GSTP1",-8.15,0.782,84,833,1270
"MAOA",-8.15,1.46,82,656,1100
"ZNF382",-8.15,1.53,75,986,1390
"LOC25845",-8.15,0.765,89,806,1260
"GRIN1",-8.14,2.26,89,989,1430
"FAM40B",-8.14,1.87,79,782,1220
"ZNF699",-8.13,0.761,74,760,1170
"COPG2",-8.13,0.845,82,745,1180
"DNM1P35",-8.13,0.697,92,774,1240
"TECPR1",-8.13,1.3,79,1310,1720
"COL22A1",-8.13,0.325,90,734,1200
"CBLL1",-8.13,0.878,85,841,1280
"ZNF274",-8.13,1.17,90,745,1200
"EBP",-8.13,0.794,79,816,1240
"PGGT1B",-8.12,1.12,95,773,1240
"ACBD6",-8.12,0.857,88,652,1110
"LOC339290",-8.12,0.846,97,701,1180
"BCAP31",-8.11,0.853,84,733,1170
"LOC723809",-8.11,2.1,91,778,1240
"LAP3",-8.11,1.21,86,741,1190
"GALK1",-8.11,1.24,79,783,1210
"SCAND3",-8.11,0.727,89,808,1260
"ANKRD34A",-8.11,1.71,87,781,1230
"TSN",-8.1,0.838,75,941,1350
"CYS1",-8.1,1.88,89,659,1120
"APP",-8.1,0.814,76,680,1100
"DCBLD2",-8.1,1.57,87,653,1110
"SHF",-8.1,1.53,85,951,1390
"KLHDC7B",-8.1,0.345,83,797,1240
"GPR137C",-8.09,1.61,83,954,1380
"ZNF8",-8.09,0.827,92,739,1200
"BRD7",-8.08,0.88,91,780,1240
"PROM1",-8.08,2.43,79,792,1220
"CSTF2T",-8.08,0.882,92,758,1220
"TESK1",-8.08,0.811,82,589,1030
"IGSF9B",-8.08,2.12,75,901,1310
"EIF2AK4",-8.08,0.875,86,736,1190
"HSPD1",-8.07,0.798,83,836,1270
"MRPL12",-8.07,0.786,98,759,1230
"GFRA3",-8.07,4.03,87,1570,2000
"GNAI2",-8.07,1.18,87,761,1210
"C9orf23",-8.07,0.791,94,707,1180
"SERPINB1",-8.06,1.4,80,876,1300
"C19orf33",-8.06,1.65,95,886,1340
"MGC16142",-8.06,0.775,82,770,1210
"UBE2I",-8.06,0.888,84,741,1190
"PANX2",-8.05,0.617,89,677,1140
"POLD3",-8.05,0.854,90,781,1240
"MEPCE",-8.05,0.847,72,981,1380
"BMP1",-8.05,0.754,98,798,1270
"LAMP2",-8.04,0.84,80,826,1260
"CNOT6",-8.04,1.15,90,877,1330
"RPSAP9",-8.04,1.3,75,834,1250
"HIC2",-8.04,0.639,78,1300,1710
"ILF2",-8.04,0.83,78,783,1210
"RBL2",-8.04,1.15,90,694,1160
"THAP4",-8.04,0.871,85,774,1220
"SUMO3",-8.03,0.844,84,821,1260
"ZNF426",-8.03,0.827,86,747,1200
"COX10",-8.02,0.87,85,707,1150
"FAM82A2",-8.02,1.19,89,817,1280
"EGF",-8.02,1.76,93,744,1210
"SERINC1",-8.02,1.21,93,813,1280
"DHFRL1",-8.02,0.817,93,715,1180
"EIF4EBP3",-8.02,1.32,93,762,1230
"KRT23",-8.02,0.265,73,1180,1570
"RPLP0",-8.01,0.76,83,1140,1570
"ANO1",-8.01,0.411,95,1010,1470
"PSORS1C1",-8.01,1.59,84,762,1210
"ESRP1",-8.01,0.829,95,770,1240
"TMEM123",-8,0.813,75,700,1120
"FKBP9L",-8,0.502,83,1310,1740
"MLST8",-8,0.862,86,732,1190
"SMOX",-8,0.62,78,1340,1740
"GNRHR2",-8,1.19,93,814,1280
"ATP6AP1",-8,1.14,83,851,1290
"TWSG1",-8,0.82,87,787,1240
"NEK7",-7.99,1.24,92,780,1240
"LIMS3-LOC440895",-7.99,1.91,84,813,1260
"GIGYF2",-7.99,1.12,93,689,1160
"EBNA1BP2",-7.99,0.844,92,795,1260
"SYTL1",-7.99,0.761,87,795,1250
"SDCBP",-7.99,1.22,79,837,1260
"ENOSF1",-7.98,1.23,92,807,1270
"VEPH1",-7.98,2.05,87,900,1350
"ZNF790",-7.98,1.26,91,810,1270
"PRKG2",-7.98,0.573,82,794,1230
"STK36",-7.98,1.23,87,743,1200
"STK16",-7.98,1.17,84,755,1200
"CCNB1IP1",-7.98,0.726,84,1240,1670
"HSDL1",-7.98,1.21,90,829,1290
"CCNH",-7.98,1.15,85,763,1210
"KLF2",-7.97,1.71,94,1020,1470
"NIPA1",-7.97,0.831,93,767,1240
"HNRNPD",-7.96,0.882,90,799,1260
"REEP2",-7.96,0.533,94,771,1240
"RPL6",-7.96,0.835,100,841,1320
"HSF1",-7.95,0.844,92,750,1210
"PLCB3",-7.95,0.834,88,698,1160
"SLC2A4",-7.95,0.616,85,846,1290
"RBMX",-7.95,0.896,85,719,1170
"CYP2U1",-7.94,1.28,92,815,1280
"GTPBP4",-7.94,0.827,89,751,1210
"ALPL",-7.94,1.74,79,762,1190
"TRPV6",-7.94,0.445,87,947,1390
"CD81",-7.94,1.19,97,748,1230
"NAALADL2",-7.94,1.52,83,874,1310
"BCAS2",-7.94,0.861,95,779,1250
"KLHL29",-7.94,0.719,92,802,1270
"PIK3CB",-7.93,0.828,84,713,1160
"LOC606724",-7.93,1.73,69,2040,2400
"TM9SF1",-7.93,1.14,87,776,1230
"C1orf192",-7.92,2.13,88,875,1330
"FBXL19",-7.92,0.797,86,769,1220
"SQRDL",-7.92,1.29,92,840,1310
"FAM109B",-7.91,1.22,94,798,1270
"ANXA6",-7.91,1.28,90,803,1270
"TMPRSS3",-7.91,2.28,86,981,1420
"UBAP1",-7.91,1.21,83,846,1290
"HSPA2",-7.9,0.517,90,749,1210
"AGPAT3",-7.9,1.16,81,794,1230
"CCDC41",-7.9,0.847,94,806,1270
"ATXN7L2",-7.9,0.797,86,768,1220
"FILIP1L",-7.9,1.38,91,803,1270
"EPC2",-7.9,1.13,91,738,1210
"ENTPD3",-7.89,0.674,97,736,1220
"HIST1H2BJ",-7.89,0.558,84,882,1320
"CREG1",-7.89,0.741,85,771,1220
"SLC5A8",-7.88,3.23,101,749,1240
"ARL6",-7.88,0.799,84,726,1180
"C21orf59",-7.88,1.16,89,762,1230
"RNLS",-7.88,1.27,89,791,1250
"KIAA0652",-7.87,0.891,82,726,1170
"WISP1",-7.87,0.64,80,669,1110
"MIDN",-7.87,1.21,87,739,1200
"C15orf33",-7.87,0.73,82,654,1100
"FAM151B",-7.87,1.25,89,792,1250
"CDKN2B",-7.87,0.7,90,714,1180
"IRAK3",-7.87,1.48,86,752,1210
"RIT1",-7.86,0.76,94,729,1210
"SLC38A7",-7.86,0.834,86,733,1190
"KLK10",-7.86,0.442,75,912,1330
"CORO1B",-7.86,1.17,87,960,1410
"PIK3C3",-7.85,0.807,80,1400,1810
"NIF3L1",-7.85,0.842,85,760,1210
"SFRP2",-7.85,0.625,73,799,1220
"PIN1",-7.84,0.855,87,711,1170
"SUPT16H",-7.84,0.836,88,864,1320
"SLC25A4",-7.84,1.25,90,892,1350
"NUDT3",-7.84,0.811,81,1690,2100
"CCDC56",-7.83,1.25,93,743,1220
"ZNF516",-7.83,0.814,80,755,1190
"SURF1",-7.83,1.19,87,719,1180
"C5orf22",-7.83,0.828,77,815,1240
"GOLPH3",-7.82,1.17,75,702,1130
